order_id,date,region,product,revenue,units,discount_rate
113,2025-02-11,EU,Orbit Plan,145.18,12,0.59
114,2025-05-30,NA,Orbit Plan,205.58,12,0.86
115,2025-02-06,EU,Legacy,200.78,4,0.43
116,2025-10-06,EU,Pulse API,94.24,3,0.07
117,2025-03-26,APAC,Nova Add-on,352.26,8,0.69
118,2025-12-25,LATAM,Legacy,32.48,8,0.44
119,2025-11-03,NA,Legacy,209.84,4,0.96
120,2025-10-22,MEA,Legacy,36.82,11,0.82
121,2025-10-23,NA,Pulse API,262.19,5,0.18
122,2025-10-27,LATAM,Pulse API,151.53,2,0.47
123,2025-07-29,APAC,Orbit Plan,302.66,8,0.29
124,2025-07-25,MEA,Orbit Plan,78.86,5,0.32
125,2026-01-31,LATAM,Legacy,110.84,8,0.41
126,2025-04-07,MEA,Orbit Plan,68.95,11,0.44
127,2025-01-27,EU,Orbit Plan,215.31,8,0.12
128,2025-11-19,MEA,Pulse API,84.81,5,0.55
129,2025-10-10,LATAM,Orbit Plan,194.97,2,0.65
130,2025-03-20,LATAM,Legacy,105.86,12,0.27
131,2025-09-05,LATAM,Orbit Plan,74.08,9,0.75
132,2025-03-11,NA,Orbit Plan,196.02,7,0.34
133,2025-09-17,APAC,Pulse API,244.3,11,0.49
134,2025-03-18,LATAM,Nova Add-on,141.74,9,0.76
135,2025-07-13,LATAM,Legacy,183.89,7,0.23
136,2026-02-02,LATAM,Orbit Plan,30.92,12,0.91
137,2025-07-15,LATAM,Legacy,124.73,1,0.13
138,2025-10-30,APAC,Legacy,132.44,8,0.1
139,2025-08-22,NA,Pulse API,125.19,8,0.78
140,2025-05-16,APAC,Pulse API,331.13,2,0.85
141,2025-12-12,MEA,Nova Add-on,54.13,9,0.04
142,2025-02-05,EU,Pulse API,271.67,4,0.75
143,2025-08-11,NA,Pulse API,209.88,5,0.9
144,2025-01-24,APAC,Pulse API,219.86,6,0.43
145,2025-05-06,MEA,Nova Add-on,63.59,10,0.87
146,2025-11-14,EU,Nova Add-on,143.89,4,0.46
147,2025-05-11,LATAM,Orbit Plan,179.45,11,0.55
148,2025-02-07,LATAM,Legacy,114.11,5,0.64
149,2025-08-06,APAC,Nova Add-on,147.58,2,0.24
150,2025-10-20,APAC,Nova Add-on,590.93,5,0.02
151,2025-12-04,LATAM,Orbit Plan,56.37,1,0.91
152,2026-01-17,LATAM,Legacy,86.42,4,0.61
153,2025-06-30,EU,Pulse API,111.25,11,0.68
154,2025-03-12,NA,Legacy,140.2,5,0.79
155,2025-01-18,MEA,Orbit Plan,106.42,7,0.18
156,2025-03-09,MEA,Legacy,109.48,9,0.91
157,2025-03-26,APAC,Legacy,483.61,6,0.8
158,2025-08-28,NA,Orbit Plan,150.79,11,0.72
159,2025-07-23,MEA,Orbit Plan,71.04,8,0.37
160,2026-01-19,APAC,Nova Add-on,245.26,6,0.11
161,2025-04-30,LATAM,Orbit Plan,146.92,4,0.65
162,2025-11-22,LATAM,Legacy,77.13,7,0.12
163,2025-01-24,NA,Orbit Plan,185.22,3,0.39
164,2025-07-09,MEA,Nova Add-on,70.51,3,0.89
165,2025-12-02,NA,Legacy,83.87,12,0.37
166,2025-08-16,LATAM,Legacy,49.49,2,0.98
167,2025-07-08,MEA,Legacy,64.69,2,0.95
168,2025-08-21,NA,Pulse API,198.51,10,0.97
169,2025-01-26,APAC,Orbit Plan,342.49,9,0.21
170,2025-04-21,EU,Orbit Plan,237.78,10,0.0
171,2025-03-16,EU,Nova Add-on,189.12,3,0.01
172,2025-05-02,MEA,Orbit Plan,58.72,1,0.13
173,2025-08-04,MEA,Orbit Plan,94.62,10,0.11
174,2025-09-15,EU,Legacy,206.71,11,0.52
175,2025-08-23,NA,Orbit Plan,142.65,8,0.71
176,2025-08-16,NA,Legacy,230.28,3,0.07
177,2025-05-21,MEA,Pulse API,49.27,9,0.29
178,2025-09-16,MEA,Nova Add-on,63.5,2,0.85
179,2025-11-30,MEA,Pulse API,75.85,6,0.83
180,2025-07-24,LATAM,Pulse API,151.18,6,0.67
181,2025-07-11,EU,Pulse API,152.8,7,0.1
182,2026-01-14,APAC,Pulse API,266.41,10,0.96
183,2025-10-15,APAC,Pulse API,103.23,7,0.87
184,2026-01-05,NA,Legacy,303.24,6,0.1
185,2025-09-17,EU,Orbit Plan,58.63,9,0.37
186,2026-01-26,APAC,Nova Add-on,279.7,9,0.97
187,2025-11-15,MEA,Pulse API,38.54,12,0.27
188,2025-04-03,APAC,Pulse API,216.48,6,0.35
189,2025-04-03,EU,Nova Add-on,151.7,1,0.09
190,2025-09-29,EU,Orbit Plan,200.35,3,0.37
191,2026-01-05,APAC,Pulse API,225.06,3,0.75
192,2025-01-26,NA,Orbit Plan,206.63,8,0.61
193,2025-08-01,APAC,Orbit Plan,176.51,11,0.68
194,2025-09-07,MEA,Pulse API,68.25,7,0.98
195,2025-01-29,NA,Orbit Plan,343.81,5,0.33
196,2025-01-04,LATAM,Pulse API,87.85,7,0.53
197,2025-04-28,MEA,Nova Add-on,58.72,12,0.04
198,2025-01-10,LATAM,Legacy,78.67,10,0.43
199,2025-07-27,LATAM,Orbit Plan,27.11,10,0.46
200,2025-12-20,APAC,Orbit Plan,393.09,4,0.44
201,2025-07-25,MEA,Orbit Plan,97.86,3,0.08
202,2025-11-21,NA,Nova Add-on,127.39,6,0.35
203,2025-11-27,EU,Orbit Plan,205.3,11,0.08
204,2026-01-31,LATAM,Nova Add-on,130.31,10,0.45
205,2025-10-17,MEA,Orbit Plan,91.0,8,0.44
206,2025-06-05,APAC,Nova Add-on,245.61,2,0.31
207,2025-08-20,NA,Orbit Plan,235.11,2,0.62
208,2025-09-17,LATAM,Nova Add-on,96.6,12,0.9
209,2025-08-19,MEA,Pulse API,57.91,1,0.45
210,2025-06-25,NA,Nova Add-on,298.8,4,0.71
211,2025-08-13,MEA,Nova Add-on,82.84,7,0.77
212,2025-12-14,MEA,Orbit Plan,89.88,6,0.07
213,2025-02-18,MEA,Pulse API,61.63,10,0.87
214,2025-06-20,NA,Nova Add-on,340.68,6,0.31
215,2025-12-02,LATAM,Orbit Plan,105.86,11,0.79
216,2025-03-07,MEA,Orbit Plan,60.03,9,0.36
217,2025-07-05,APAC,Orbit Plan,309.31,4,1.0
218,2025-03-21,NA,Orbit Plan,402.32,9,0.77
219,2026-01-14,MEA,Orbit Plan,48.34,7,0.15
220,2025-04-03,MEA,Pulse API,105.72,8,0.04
221,2025-07-06,EU,Legacy,99.14,4,0.53
222,2025-06-08,LATAM,Legacy,68.81,11,0.95
223,2025-08-14,LATAM,Pulse API,118.0,3,0.82
224,2025-11-06,EU,Legacy,106.67,8,0.87
225,2025-10-11,NA,Pulse API,180.46,3,0.27
226,2025-09-20,EU,Legacy,176.76,4,0.82
227,2025-06-28,NA,Nova Add-on,160.7,2,0.37
228,2025-01-15,APAC,Legacy,313.34,11,0.34
229,2025-03-16,EU,Orbit Plan,241.87,12,0.47
230,2025-11-12,NA,Legacy,176.8,4,0.83
231,2025-10-08,MEA,Nova Add-on,85.47,1,0.24
232,2025-11-24,MEA,Nova Add-on,82.99,8,0.6
233,2025-01-09,MEA,Nova Add-on,3.3005000000000004,4,0.57
234,2025-04-06,NA,Nova Add-on,157.35,9,0.54
235,2025-09-17,MEA,Orbit Plan,75.11,6,0.25
236,2025-01-09,APAC,Pulse API,240.6,12,0.66
237,2025-02-23,MEA,Pulse API,66.34,11,0.18
238,2026-02-03,LATAM,Legacy,120.07,3,0.81
239,2025-02-02,LATAM,Orbit Plan,130.41,6,0.93
240,2025-09-21,LATAM,Legacy,175.01,5,0.04
241,2025-11-28,EU,Orbit Plan,192.77,5,0.12
242,2025-07-08,LATAM,Legacy,100.82,7,0.34
243,2025-04-06,LATAM,Pulse API,63.76,2,0.73
244,2025-02-10,LATAM,Nova Add-on,160.92,9,0.29
245,2025-02-22,NA,Orbit Plan,196.33,3,0.69
246,2025-06-29,LATAM,Orbit Plan,150.13,6,0.61
247,2025-08-11,APAC,Pulse API,268.06,7,0.36
248,2026-01-19,EU,Legacy,159.08,10,0.68
249,2025-08-13,NA,Orbit Plan,229.74,10,0.03
250,2025-03-20,LATAM,Legacy,165.21,2,0.57
251,2025-09-29,APAC,Nova Add-on,219.31,12,0.19
252,2025-09-23,LATAM,Legacy,86.44,5,0.7
253,2025-04-20,MEA,Orbit Plan,94.65,2,0.45
254,2026-01-01,LATAM,Legacy,87.58,6,0.67
255,2025-12-30,NA,Nova Add-on,203.68,12,0.93
256,2025-11-23,EU,Pulse API,231.5,2,0.99
257,2025-03-13,EU,Pulse API,258.97,9,0.13
258,2025-02-14,NA,Orbit Plan,236.09,12,0.48
259,2025-07-30,LATAM,Pulse API,202.27,8,0.47
260,2025-09-22,APAC,Orbit Plan,368.98,9,0.64
261,2025-04-04,EU,Nova Add-on,198.01,3,0.3
262,2025-03-24,APAC,Legacy,243.65,9,0.89
263,2025-02-10,APAC,Orbit Plan,330.17,10,0.53
264,2025-09-15,EU,Nova Add-on,166.33,3,0.66
265,2026-01-04,MEA,Orbit Plan,76.31,2,0.05
266,2025-11-25,MEA,Orbit Plan,66.73,10,0.42
267,2025-11-24,NA,Nova Add-on,175.58,8,0.24
268,2025-12-17,LATAM,Orbit Plan,87.18,1,0.16
269,2025-08-01,LATAM,Nova Add-on,98.49,6,0.73
270,2025-06-26,LATAM,Orbit Plan,128.09,9,0.11
271,2025-05-04,LATAM,Orbit Plan,89.84,7,0.86
272,2025-08-03,EU,Legacy,190.81,6,0.93
273,2026-01-05,APAC,Orbit Plan,422.98,5,0.5
274,2025-02-16,LATAM,Nova Add-on,217.66,4,0.58
275,2025-01-25,NA,Orbit Plan,98.81,5,0.54
276,2025-02-25,LATAM,Orbit Plan,67.4,6,0.76
277,2025-07-07,NA,Nova Add-on,174.19,2,0.39
278,2025-08-19,MEA,Orbit Plan,63.11,11,0.61
279,2025-03-07,NA,Nova Add-on,239.51,3,0.2
280,2025-09-18,LATAM,Nova Add-on,76.35,3,0.71
281,2025-08-31,MEA,Nova Add-on,46.84,10,0.32
282,2025-07-21,MEA,Pulse API,51.74,6,0.51
283,2025-09-18,MEA,Nova Add-on,44.34,6,0.67
284,2025-08-02,MEA,Orbit Plan,59.29,12,0.63
285,2025-11-02,LATAM,Orbit Plan,52.43,4,0.72
286,2025-10-26,LATAM,Orbit Plan,24.61,10,0.77
287,2025-07-14,EU,Pulse API,184.03,4,0.02
288,2025-06-10,LATAM,Orbit Plan,160.14,7,0.5
289,2025-11-10,LATAM,Legacy,108.77,4,0.56
290,2025-12-06,LATAM,Nova Add-on,96.25,3,0.46
291,2025-09-30,APAC,Nova Add-on,177.8,12,0.26
292,2025-09-05,EU,Legacy,66.8,5,0.22
293,2025-06-02,APAC,Pulse API,221.33,9,0.93
294,2026-01-05,APAC,Orbit Plan,161.9,9,0.38
295,2025-07-22,APAC,Legacy,285.36,12,0.08
296,2025-08-15,APAC,Pulse API,189.01,9,0.27
297,2025-10-15,APAC,Orbit Plan,169.58,11,0.91
298,2025-04-26,EU,Orbit Plan,124.34,12,0.47
299,2025-12-15,EU,Orbit Plan,42.25,8,0.48
300,2025-04-13,APAC,Orbit Plan,194.86,2,0.65
301,2025-04-29,MEA,Pulse API,73.98,7,0.88
302,2025-04-01,NA,Legacy,202.85,8,0.19
303,2026-01-19,APAC,Legacy,377.7,6,0.28
304,2025-11-25,MEA,Nova Add-on,71.85,3,0.85
305,2025-08-28,APAC,Orbit Plan,301.18,5,0.72
306,2025-01-08,APAC,Pulse API,295.23,4,0.18
307,2025-11-24,LATAM,Pulse API,93.68,3,0.98
308,2025-09-02,APAC,Legacy,12.814,4,0.45
309,2025-05-17,APAC,Orbit Plan,257.66,12,0.24
310,2025-12-08,NA,Nova Add-on,208.49,11,0.5
311,2025-12-27,APAC,Pulse API,120.8,4,0.22
312,2025-03-10,LATAM,Orbit Plan,39.97,10,0.37
313,2025-12-26,MEA,Legacy,72.04,4,0.68
314,2025-11-02,NA,Nova Add-on,81.57,6,0.08
315,2025-10-16,NA,Orbit Plan,132.69,3,0.16
316,2025-09-24,LATAM,Orbit Plan,96.52,10,0.49
317,2025-09-19,LATAM,Pulse API,65.76,1,0.56
318,2025-12-11,APAC,Pulse API,291.5,1,0.75
319,2025-10-24,NA,Orbit Plan,204.36,2,0.99
320,2025-08-30,NA,Orbit Plan,243.16,3,0.77
321,2026-01-09,LATAM,Orbit Plan,142.59,7,0.38
322,2025-12-16,MEA,Orbit Plan,53.13,2,0.18
323,2025-10-03,LATAM,Nova Add-on,477.945,5,0.46
324,2026-01-04,MEA,Nova Add-on,52.78,4,0.25
325,2025-06-27,EU,Orbit Plan,273.51,11,0.42
326,2026-01-28,NA,Orbit Plan,172.59,10,0.03
327,2025-11-03,NA,Orbit Plan,299.61,1,0.14
328,2025-05-29,EU,Pulse API,198.59,6,0.58
329,2026-01-31,APAC,Orbit Plan,449.02,7,0.3
330,2025-02-01,MEA,Legacy,19.91,3,0.63
331,2025-08-07,MEA,Nova Add-on,127.51,9,0.32
332,2025-08-02,LATAM,Orbit Plan,94.1,9,0.47
333,2025-04-26,APAC,Legacy,322.52,7,0.97
334,2025-10-13,MEA,Orbit Plan,91.52,4,0.33
335,2025-02-10,LATAM,Legacy,161.68,5,0.38
336,2025-11-06,MEA,Orbit Plan,91.59,10,0.72
337,2025-10-14,EU,Nova Add-on,218.67,1,0.21
338,2025-04-08,NA,Pulse API,169.33,4,0.7
339,2025-12-27,EU,Nova Add-on,183.72,8,0.53
340,2025-07-03,APAC,Orbit Plan,339.99,8,0.47
341,2026-01-05,LATAM,Pulse API,98.92,1,0.56
342,2025-04-24,EU,Orbit Plan,218.39,10,0.58
343,2025-08-02,APAC,Orbit Plan,217.21,8,0.55
344,2025-12-17,APAC,Orbit Plan,337.99,12,0.64
345,2025-09-09,LATAM,Orbit Plan,116.54,8,0.18
346,2025-10-05,NA,Nova Add-on,174.97,2,0.95
347,2025-12-09,NA,Pulse API,93.81,12,0.15
348,2025-04-22,MEA,Nova Add-on,94.64,11,0.67
349,2025-11-12,LATAM,Pulse API,157.23,1,0.53
350,2025-05-21,MEA,Legacy,72.98,12,0.67
351,2025-04-02,NA,Legacy,163.49,5,0.82
352,2025-05-17,LATAM,Orbit Plan,105.64,8,0.57
353,2025-12-23,EU,Orbit Plan,192.17,11,0.76
354,2025-02-17,LATAM,Orbit Plan,96.08,1,0.64
355,2025-12-26,EU,Orbit Plan,231.11,2,0.89
356,2025-01-22,EU,Orbit Plan,105.12,10,0.48
357,2025-01-24,NA,Pulse API,201.72,3,0.93
358,2025-06-11,NA,Legacy,314.62,12,0.82
359,2025-02-09,APAC,Orbit Plan,270.33,9,0.33
360,2026-01-22,EU,Pulse API,299.31,2,0.5
361,2025-06-27,NA,Orbit Plan,223.43,10,0.95
362,2025-07-23,APAC,Orbit Plan,295.96,8,0.49
363,2025-07-02,MEA,Legacy,36.37,2,0.77
364,2025-06-01,EU,Pulse API,219.48,3,0.38
365,2025-11-21,EU,Pulse API,8.3915,8,0.36
366,2025-05-19,NA,Orbit Plan,253.39,8,0.56
367,2025-09-20,LATAM,Orbit Plan,151.38,6,0.86
368,2025-01-07,APAC,Nova Add-on,321.75,12,0.9
369,2025-05-05,MEA,Nova Add-on,64.1,5,0.49
370,2025-02-02,EU,Nova Add-on,144.73,8,0.78
371,2025-07-04,APAC,Legacy,240.64,8,0.11
372,2025-06-05,NA,Legacy,131.39,10,0.38
373,2025-06-18,LATAM,Orbit Plan,140.5,3,0.3
374,2025-11-05,EU,Nova Add-on,65.6,7,0.97
375,2025-05-30,LATAM,Legacy,116.82,7,0.37
376,2025-10-16,EU,Nova Add-on,125.18,11,0.77
377,2025-01-14,LATAM,Legacy,127.26,2,0.82
378,2025-07-29,LATAM,Orbit Plan,176.63,5,0.66
379,2026-01-02,LATAM,Pulse API,215.27,7,0.53
380,2025-12-21,LATAM,Nova Add-on,162.78,6,0.7
381,2025-10-02,MEA,Pulse API,106.1,6,0.17
382,2025-11-10,NA,Nova Add-on,287.08,11,0.4
383,2026-01-21,APAC,Legacy,247.99,9,0.75
384,2025-10-13,MEA,Pulse API,71.51,6,0.39
385,2026-01-31,MEA,Pulse API,119.88,5,0.42
386,2025-02-13,NA,Legacy,437.89,6,0.31
387,2025-08-22,EU,Nova Add-on,163.46,8,0.32
388,2025-06-03,NA,Pulse API,248.45,6,0.65
389,2025-12-13,EU,Legacy,175.47,6,0.56
390,2025-08-25,EU,Pulse API,104.24,3,0.64
391,2025-08-10,LATAM,Orbit Plan,90.76,7,0.0
392,2025-04-20,EU,Orbit Plan,152.55,2,0.58
393,2025-10-02,EU,Orbit Plan,190.12,8,0.53
394,2025-11-24,APAC,Nova Add-on,302.31,10,0.11
395,2025-06-30,LATAM,Nova Add-on,133.49,10,0.59
396,2025-12-11,EU,Orbit Plan,89.22,2,0.18
397,2025-12-22,EU,Nova Add-on,150.11,3,0.49
398,2025-10-03,EU,Nova Add-on,196.86,3,0.19
399,2025-08-19,MEA,Orbit Plan,67.85,7,0.96
400,2025-09-16,LATAM,Nova Add-on,114.14,12,0.84
401,2025-09-08,EU,Orbit Plan,284.6,5,0.22
402,2025-05-28,EU,Pulse API,200.54,8,0.55
403,2025-02-27,MEA,Orbit Plan,77.17,1,0.76
404,2025-08-14,MEA,Orbit Plan,24.95,12,0.83
405,2026-01-20,EU,Orbit Plan,248.86,2,0.44
406,2025-03-02,EU,Orbit Plan,179.7,12,0.35
407,2025-12-30,MEA,Pulse API,76.76,4,0.81
408,2025-10-19,APAC,Nova Add-on,303.05,3,0.32
409,2025-12-27,APAC,Orbit Plan,240.45,11,0.82
410,2025-03-11,LATAM,Legacy,185.62,11,0.13
411,2025-03-09,EU,Orbit Plan,159.2,7,0.49
412,2025-10-23,APAC,Pulse API,321.71,2,0.63
413,2026-01-29,NA,Nova Add-on,219.85,8,0.95
414,2025-06-17,MEA,Orbit Plan,32.26,12,0.09
415,2025-08-23,APAC,Legacy,285.94,4,0.49
416,2025-06-15,APAC,Orbit Plan,172.11,10,0.85
417,2025-06-25,NA,Orbit Plan,117.12,3,0.44
418,2025-01-01,LATAM,Orbit Plan,57.79,3,0.88
419,2025-06-04,EU,Legacy,199.92,2,0.37
420,2025-11-29,EU,Orbit Plan,160.48,12,0.7
421,2025-04-30,LATAM,Pulse API,109.49,3,0.59
422,2025-09-23,LATAM,Orbit Plan,108.28,2,0.99
423,2025-08-05,EU,Nova Add-on,183.59,2,0.31
424,2025-06-03,EU,Nova Add-on,207.02,3,0.64
425,2025-12-13,EU,Orbit Plan,100.26,6,0.72
426,2025-11-18,EU,Legacy,146.5,8,0.86
427,2025-02-14,NA,Orbit Plan,309.12,7,0.31
428,2025-03-13,EU,Orbit Plan,251.25,9,0.6
429,2026-01-05,MEA,Orbit Plan,75.33,5,0.21
430,2025-11-07,MEA,Orbit Plan,67.94,11,0.05
431,2025-05-03,LATAM,Nova Add-on,113.07,1,0.99
432,2025-06-12,EU,Nova Add-on,269.68,7,0.37
433,2025-12-16,EU,Pulse API,283.67,2,0.01
434,2025-04-21,NA,Legacy,182.71,7,0.51
435,2025-11-18,MEA,Pulse API,47.96,9,0.62
436,2025-05-23,NA,Orbit Plan,256.09,4,0.97
437,2025-03-21,MEA,Orbit Plan,34.4,11,0.07
438,2025-12-24,LATAM,Pulse API,76.23,1,0.24
439,2025-08-11,NA,Nova Add-on,168.65,12,0.18
440,2025-01-07,EU,Pulse API,145.76,6,0.52
441,2026-02-05,APAC,Orbit Plan,370.8,2,0.77
442,2025-01-16,APAC,Pulse API,373.52,2,0.26
443,2025-10-23,NA,Nova Add-on,194.05,3,0.37
444,2025-05-11,NA,Legacy,218.24,2,0.23
445,2025-09-18,NA,Orbit Plan,257.57,7,0.92
446,2025-04-02,NA,Nova Add-on,176.25,12,0.66
447,2025-04-25,APAC,Orbit Plan,329.0,10,0.37
448,2025-09-15,NA,Orbit Plan,185.89,1,0.95
449,2025-02-05,LATAM,Legacy,114.89,8,0.01
450,2025-04-13,APAC,Nova Add-on,182.36,10,0.24
451,2025-07-08,MEA,Legacy,112.37,9,0.76
452,2025-05-06,EU,Orbit Plan,178.49,4,0.54
453,2025-11-22,NA,Legacy,332.68,12,0.31
454,2025-04-16,MEA,Legacy,70.33,1,0.97
455,2025-03-14,APAC,Orbit Plan,430.87,12,0.9
456,2025-08-23,NA,Nova Add-on,142.01,11,0.82
457,2025-02-08,MEA,Nova Add-on,11.97,5,0.85
458,2025-07-21,APAC,Orbit Plan,353.3,2,0.94
459,2025-03-11,MEA,Orbit Plan,91.09,2,0.54
460,2026-01-30,EU,Nova Add-on,222.42,2,0.09
461,2025-12-18,APAC,Pulse API,251.45,6,0.15
462,2025-12-31,EU,Legacy,162.92,1,0.68
463,2025-05-14,EU,Orbit Plan,122.98,4,0.09
464,2025-02-22,EU,Orbit Plan,219.07,4,0.13
465,2025-07-25,APAC,Pulse API,295.23,2,0.02
466,2025-02-03,EU,Legacy,169.91,3,0.09
467,2025-06-19,NA,Orbit Plan,174.7,12,0.39
